id,first_name,last_name,gender,email,address,country,nationality,generation,date_of_birth,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
108,Jing,Wang,female,jing.wang916.cn@gmail.com,"18 Dongfeng Rd, Shanghai",china,CN,millennial,1993-05-27,bottom_50,196.22,19.62,once,3.71,79.67,7.47,11.5,1.36,0.0,15.63,1.47,2.26,0.27,0.0
109,Rong,Sun,female,rong.sun122.cn@gmail.com,"46 Xinhua St, Wuhan",china,CN,gen_z,2003-08-28,bottom_50,108743.25,10874.33,sometimes,3.79,70.57,15.99,10.89,2.55,0.0,7674.01,1738.81,1184.21,277.3,0.0
110,James,Wilson,male,james.wilson743.us@gmail.com,"196 Oak Ave, New York",usa,US,gen_z,2004-11-24,top_25,115901.27,4636.05,often,77.76,42.11,10.8,22.93,5.69,18.47,1952.24,500.69,1063.05,263.79,856.28
111,Aoife,Ryan,female,aoife.ryan553.ie@gmail.com,"56 O'Connell St, Galway",ire,IE,boomer,1952-02-04,bottom_50,496687.58,49668.76,once,15.91,77.62,0.99,12.87,8.52,0.0,38552.89,491.72,6392.37,4231.78,0.0
112,Lisa,White,female,lisa.white753.us@gmail.com,"45 Park Ave, Dallas",usa,US,boomer,1956-04-10,bottom_50,963884.15,96388.42,often,16.6,83.14,3.26,5.24,8.36,0.0,80137.33,3142.26,5050.75,8058.07,0.0
113,Dorothy,Anderson,female,dorothy.anderson423.us@gmail.com,"107 Hill St, Dallas",usa,US,boomer,1959-07-05,top_1,18397435.37,91987.18,sometimes,1058.1,19.11,8.12,19.34,16.21,37.22,17578.75,7469.36,17790.32,14911.12,34237.63
114,Shan,Sun,female,shan.sun602.cn@gmail.com,"186 Xinhua St, Guangzhou",china,CN,gen_z,1998-09-24,bottom_50,98343.53,9834.35,once,5.88,73.02,11.95,11.88,3.15,0.0,7181.04,1175.2,1168.32,309.78,0.0
115,Mary,Miller,female,mary.miller330.us@gmail.com,"199 Elm St, San Antonio",usa,US,gen_z,2000-12-04,top_10,534584.27,6682.3,always,328.35,34.21,14.97,18.79,11.04,20.99,2286.01,1000.34,1255.6,737.73,1402.61
116,Mark,Moore,male,mark.moore599.us@gmail.com,"149 Park Ave, Phoenix",usa,US,gen_z,1998-12-16,top_25,148613.03,5944.52,sometimes,50.65,39.03,13.09,26.77,4.05,17.06,2320.15,778.14,1591.35,240.75,1014.14
117,Shu,Lin,female,shu.lin738.cn@gmail.com,"140 Dongfeng Rd, Shenzhen",china,CN,millennial,1991-05-25,bottom_50,53460.99,5346.1,always,7.36,79.83,8.76,9.08,2.33,0.0,4267.79,468.32,485.43,124.56,0.0
118,Lars,Karlsson,male,lars.karlsson654.se@gmail.com,"171 Karlavagen, Helsingborg",swe,SE,millennial,1982-01-14,top_25,126838.98,5073.56,often,40.21,37.73,14.32,23.43,9.04,15.48,1914.25,726.53,1188.74,458.65,785.39
119,Pierre,Bertrand,male,pierre.bertrand540.fr@gmail.com,"65 Avenue Montaigne, Nice",fr,FR,millennial,1989-09-10,bottom_50,3331.51,333.15,often,15.16,78.68,4.3,10.82,6.2,0.0,262.12,14.33,36.05,20.66,0.0
120,Oscar,Wilson,male,oscar.wilson58.uk@gmail.com,"164 High St, Birmingham",uk,GB,boomer,1955-11-27,bottom_50,1091383.86,109138.39,sometimes,20.63,80.98,2.16,10.26,6.6,0.0,88380.27,2357.39,11197.6,7203.13,0.0
121,Lei,He,male,lei.he557.cn@gmail.com,"145 Nanjing Rd, Shenzhen",china,CN,millennial,1982-04-07,top_10,372379.7,4654.75,always,95.51,35.71,14.98,26.06,9.96,13.29,1662.21,697.28,1213.03,463.61,618.62
122,Lina,Karlsson,female,lina.karlsson706.se@gmail.com,"186 Kungsgatan, Jonkoping",swe,SE,boomer,1955-03-19,bottom_50,122072.82,12207.28,sometimes,14.17,79.46,4.09,9.29,7.16,0.0,9699.9,499.28,1134.06,874.04,0.0
123,Harry,Johnson,male,harry.johnson964.uk@gmail.com,"97 Station Rd, Birmingham",uk,GB,gen_z,2006-10-20,bottom_50,18768.02,1876.8,often,7.42,67.45,15.22,14.21,3.12,0.0,1265.9,285.65,266.69,58.56,0.0
124,Celine,Dubois,female,celine.dubois105.fr@gmail.com,"34 Avenue Foch, Marseille",fr,FR,gen_z,1998-05-05,top_25,73190.12,2927.6,always,38.4,39.44,12.44,32.06,12.53,3.53,1154.65,364.19,938.59,366.83,103.34
125,Robert,Taylor,male,robert.taylor249.us@gmail.com,"147 Hill St, Chicago",usa,US,millennial,1983-10-20,top_25,462740.94,18509.64,always,35.09,49.99,5.71,24.34,9.7,10.26,9252.97,1056.9,4505.25,1795.44,1899.09
126,Jacques,Dubois,male,jacques.dubois201.fr@gmail.com,"118 Avenue Foch, Marseille",fr,FR,gen_z,1999-07-09,bottom_50,20831.51,2083.15,sometimes,7.51,77.25,8.59,12.11,2.05,0.0,1609.23,178.94,252.27,42.7,0.0
127,Lisa,Moore,female,lisa.moore327.us@gmail.com,"75 Lake Dr, San Jose",usa,US,gen_z,2002-07-27,top_1,1729129.97,8645.65,always,1117.52,15.53,17.12,22.79,8.83,35.73,1342.67,1480.14,1970.34,763.41,3089.09
128,Freya,Taylor,female,freya.taylor817.uk@gmail.com,"75 Church Rd, Bristol",uk,GB,gen_z,2006-04-19,bottom_50,47180.6,4718.06,once,18.85,69.54,10.82,15.83,3.81,0.0,3280.94,510.49,746.87,179.76,0.0
129,Jacques,Michel,male,jacques.michel810.fr@gmail.com,"93 Rue Nationale, Lille",fr,FR,gen_z,2003-02-15,bottom_50,49008.97,4900.9,sometimes,12.01,78.83,2.49,15.45,3.23,0.0,3863.38,122.03,757.19,158.3,0.0
130,Manon,Richard,female,manon.richard523.fr@gmail.com,"192 Rue Nationale, Bordeaux",fr,FR,boomer,1947-10-21,bottom_50,390991.39,39099.14,once,16.3,77.02,2.22,9.19,11.57,0.0,30114.16,868.0,3593.21,4523.77,0.0
131,Andrew,Jackson,male,andrew.jackson352.us@gmail.com,"117 Cedar Ln, Dallas",usa,US,millennial,1985-06-01,top_25,356369.91,14254.8,sometimes,85.08,43.14,14.15,22.73,9.19,10.79,6149.52,2017.05,3240.12,1310.02,1538.09
132,Lisa,Williams,female,lisa.williams529.us@gmail.com,"45 Hill St, Chicago",usa,US,millennial,1990-01-26,bottom_50,132304.4,13230.44,once,14.26,77.02,7.21,12.59,3.18,0.0,10190.08,953.91,1665.71,420.73,0.0
133,Elizabeth,Garcia,female,elizabeth.garcia721.us@gmail.com,"17 River Rd, Los Angeles",usa,US,millennial,1994-07-01,bottom_50,137257.47,13725.75,often,15.63,76.74,6.11,10.57,6.58,0.0,10533.14,838.64,1450.81,903.15,0.0
134,Jack,Thomas,male,jack.thomas941.uk@gmail.com,"158 Mill Lane, Manchester",uk,GB,millennial,1996-09-21,top_25,386918.23,15476.73,sometimes,52.84,45.82,11.74,20.45,10.4,11.59,7091.44,1816.97,3164.99,1609.58,1793.75
135,Antoine,Robert,male,antoine.robert178.fr@gmail.com,"143 Rue Saint-Honore, Montpellier",fr,FR,gen_z,2005-07-14,bottom_50,29504.59,2950.46,sometimes,12.23,69.59,4.85,16.68,8.88,0.0,2053.23,143.1,492.14,262.0,0.0
136,Mei,Wang,female,mei.wang501.cn@gmail.com,"43 Wangfujing St, Nanjing",china,CN,boomer,1961-03-07,bottom_50,88409.35,8840.94,often,6.55,85.19,3.79,8.77,2.25,0.0,7531.6,335.07,775.35,198.92,0.0
137,Xin,Zhou,male,xin.zhou376.cn@gmail.com,"139 Nanjing Rd, Xi'an",china,CN,gen_z,1999-08-19,top_10,591256.41,7390.71,always,94.25,36.12,21.28,24.48,11.26,6.86,2669.52,1572.74,1809.25,832.19,507.0
138,Jessica,Wilson,female,jessica.wilson728.us@gmail.com,"157 Park Ave, Chicago",usa,US,gen_z,1997-08-09,top_1,1108621.69,5543.11,always,962.22,21.62,11.57,22.23,18.33,26.25,1198.42,641.34,1232.23,1016.05,1455.07
139,Amelie,Laurent,female,amelie.laurent696.fr@gmail.com,"25 Rue Saint-Honore, Strasbourg",fr,FR,boomer,1963-05-20,top_10,2378944.88,29736.81,sometimes,213.4,32.86,6.69,22.97,27.4,10.08,9771.52,1989.39,6830.55,8147.89,2997.47
140,Johan,Persson,male,johan.persson902.se@gmail.com,"197 Kungsgatan, Linkoping",swe,SE,boomer,1950-12-11,top_1,9089581.43,45447.91,always,1150.99,10.63,10.08,20.15,24.06,35.08,4831.11,4581.15,9157.75,10934.77,15943.13
141,Mark,Anderson,male,mark.anderson548.us@gmail.com,"102 Cedar Ln, San Antonio",usa,US,boomer,1964-01-28,bottom_50,851548.82,85154.88,sometimes,19.96,80.97,2.78,7.53,8.72,0.0,68949.91,2367.31,6412.16,7425.51,0.0
142,Kieran,Moore,male,kieran.moore128.ie@gmail.com,"41 South Circular Rd, Swords",ire,IE,gen_z,1999-10-28,bottom_50,30868.46,3086.85,sometimes,16.06,73.79,9.07,16.33,0.81,0.0,2277.79,279.98,504.08,25.0,0.0
143,Xia,Zhou,female,xia.zhou672.cn@gmail.com,"24 Wangfujing St, Shanghai",china,CN,gen_z,1999-05-03,top_1,1636134.28,8180.67,often,360.72,21.16,16.11,20.45,12.17,30.11,1731.03,1317.91,1672.95,995.59,2463.2
144,Shan,Wang,female,shan.wang105.cn@gmail.com,"27 Changan Ave, Hangzhou",china,CN,millennial,1981-12-11,bottom_50,53169.28,5316.93,always,6.11,74.96,10.73,10.05,4.26,0.0,3985.57,570.51,534.35,226.5,0.0
145,Sinead,Smith,female,sinead.smith89.ie@gmail.com,"26 Dame St, Cork",ire,IE,boomer,1948-09-19,bottom_50,7087.03,708.7,sometimes,13.12,76.61,3.32,13.12,6.95,0.0,542.94,23.53,92.98,49.25,0.0
146,William,Davis,male,william.davis897.us@gmail.com,"78 Cedar Ln, Dallas",usa,US,boomer,1954-11-03,bottom_50,272983.73,27298.37,sometimes,19.77,69.62,1.15,16.27,12.96,0.0,19005.13,313.93,4441.44,3537.87,0.0
147,Celine,David,female,celine.david882.fr@gmail.com,"146 Rue du Bac, Nantes",fr,FR,millennial,1993-02-08,bottom_50,97089.37,9708.94,sometimes,13.36,75.63,9.05,8.93,6.39,0.0,7342.87,878.66,867.01,620.4,0.0
148,Jennifer,Smith,female,jennifer.smith434.us@gmail.com,"180 Park Ave, Los Angeles",usa,US,millennial,1983-01-09,bottom_50,40158.39,4015.84,often,25.61,78.71,4.92,11.96,4.41,0.0,3160.87,197.58,480.29,177.1,0.0
149,Paul,Bertrand,male,paul.bertrand977.fr@gmail.com,"62 Rue de la Paix, Toulouse",fr,FR,gen_z,2000-03-18,top_25,69866.06,2794.64,often,59.4,40.9,9.88,23.77,9.12,16.33,1143.01,276.11,664.29,254.87,456.36
150,Jing,Yang,female,jing.yang381.cn@gmail.com,"33 Huaihai Rd, Beijing",china,CN,millennial,1984-01-23,bottom_50,8928.37,892.84,once,6.5,76.47,12.47,10.43,0.63,0.0,682.75,111.34,93.12,5.62,0.0
151,Harry,Thomas,male,harry.thomas916.uk@gmail.com,"147 Church Rd, Leeds",uk,GB,boomer,1964-11-03,bottom_50,638646.61,63864.66,sometimes,8.31,74.85,1.11,13.48,10.56,0.0,47802.7,708.9,8608.96,6744.11,0.0
152,George,Thompson,male,george.thompson328.uk@gmail.com,"70 Church Rd, Leicester",uk,GB,boomer,1957-07-05,bottom_50,230360.48,23036.05,often,7.65,80.5,1.31,9.77,8.42,0.0,18544.02,301.77,2250.62,1939.64,0.0
153,Paul,Johnson,male,paul.johnson804.us@gmail.com,"78 River Rd, Houston",usa,US,boomer,1958-02-15,top_25,2743122.95,109724.92,often,55.54,48.12,7.41,17.01,9.48,17.98,52799.63,8130.62,18664.21,10401.92,19728.54
154,Susan,Thompson,female,susan.thompson756.us@gmail.com,"187 Elm St, Los Angeles",usa,US,millennial,1988-03-01,top_25,514912.69,20596.51,once,64.17,41.24,6.9,24.99,10.76,16.11,8494.0,1421.16,5147.07,2216.18,3318.1
155,Xia,Wu,female,xia.wu137.cn@gmail.com,"164 Jiefang Rd, Beijing",china,CN,millennial,1983-01-08,top_1,1111257.14,5556.29,always,496.85,17.94,8.27,26.54,13.42,33.83,996.8,459.51,1474.64,745.65,1879.69
156,Charles,Martinez,male,charles.martinez112.us@gmail.com,"40 Oak Ave, Chicago",usa,US,millennial,1991-07-23,bottom_50,154849.84,15484.98,once,15.67,71.48,9.66,12.04,6.82,0.0,11068.66,1495.85,1864.39,1056.08,0.0
157,Richard,Moore,male,richard.moore878.us@gmail.com,"84 Maple Dr, Los Angeles",usa,US,gen_z,2001-08-09,bottom_50,28897.44,2889.74,once,21.51,72.53,12.41,12.82,2.24,0.0,2095.93,358.62,370.46,64.73,0.0
158,Alfie,Thomas,male,alfie.thomas228.uk@gmail.com,"34 Green Lane, Bristol",uk,GB,millennial,1986-01-13,top_1,3461754.07,17308.77,always,963.55,17.01,9.89,21.61,11.97,39.52,2944.22,1711.84,3740.43,2071.86,6840.43
159,Sarah,Williams,female,sarah.williams473.us@gmail.com,"13 Maple Dr, San Jose",usa,US,millennial,1981-02-07,top_25,504369.14,20174.77,sometimes,46.45,46.62,13.97,15.03,9.11,15.27,9405.48,2818.42,3032.27,1837.92,3080.69
160,Anthony,Garcia,male,anthony.garcia90.us@gmail.com,"72 Park Ave, Chicago",usa,US,millennial,1992-04-06,top_25,283101.32,11324.05,sometimes,47.67,43.65,8.19,19.35,8.09,20.72,4942.95,927.44,2191.2,916.12,2346.34
161,Steven,Smith,male,steven.smith612.us@gmail.com,"57 Main St, Phoenix",usa,US,boomer,1958-12-12,top_25,2010105.29,80404.21,often,56.88,42.65,3.87,17.95,13.98,21.55,34292.4,3111.64,14432.56,11240.51,17327.11
162,Yu,Yang,female,yu.yang958.cn@gmail.com,"45 Renmin Rd, Guangzhou",china,CN,millennial,1984-04-22,top_1,589435.85,2947.18,always,546.76,20.91,8.7,23.36,10.05,36.98,616.26,256.4,688.46,296.19,1089.87
163,Mary,Taylor,female,mary.taylor617.us@gmail.com,"57 Main St, Dallas",usa,US,millennial,1985-10-07,top_10,2294250.42,28678.13,always,357.85,31.87,11.34,19.6,16.53,20.66,9139.72,3252.1,5620.91,4740.49,5924.9
164,Lisa,Garcia,female,lisa.garcia722.us@gmail.com,"170 Park Ave, San Jose",usa,US,millennial,1991-01-01,bottom_50,27495.12,2749.51,sometimes,10.95,79.06,7.06,8.66,5.22,0.0,2173.76,194.12,238.11,143.52,0.0
165,Hui,Guo,male,hui.guo302.cn@gmail.com,"33 Renmin Rd, Shanghai",china,CN,gen_z,2007-06-06,bottom_50,83851.39,8385.14,sometimes,9.43,74.36,12.45,10.76,2.43,0.0,6235.19,1043.95,902.24,203.76,0.0
166,Ebba,Johansson,female,ebba.johansson172.se@gmail.com,"163 Kungsgatan, Orebro",swe,SE,millennial,1986-10-11,top_1,2226849.31,11134.25,always,737.2,7.47,10.29,25.46,20.33,36.45,831.73,1145.71,2834.78,2263.59,4058.43
167,Thomas,Brown,male,thomas.brown104.us@gmail.com,"123 River Rd, Houston",usa,US,gen_z,2008-01-02,bottom_50,13082.5,1308.25,often,26.6,80.38,8.93,9.71,0.98,0.0,1051.57,116.83,127.03,12.82,0.0
168,Bo,Wu,male,bo.wu629.cn@gmail.com,"124 Nanjing Rd, Wuhan",china,CN,boomer,1949-02-11,bottom_50,18447.74,1844.77,once,7.99,85.44,2.09,5.25,7.22,0.0,1576.17,38.56,96.85,133.19,0.0
169,Anders,Pettersson,male,anders.pettersson586.se@gmail.com,"141 Birger Jarlsgatan, Malmo",swe,SE,boomer,1952-04-14,bottom_50,353923.54,35392.35,sometimes,19.14,76.24,4.77,11.08,7.91,0.0,26983.13,1688.22,3921.47,2799.53,0.0
170,Hui,Guo,female,hui.guo917.cn@gmail.com,"170 Huaihai Rd, Beijing",china,CN,gen_z,2000-02-01,bottom_50,24538.62,2453.86,sometimes,10.83,75.31,11.51,12.7,0.48,0.0,1848.0,282.44,311.64,11.78,0.0
171,Andre,Garcia,male,andre.garcia353.fr@gmail.com,"139 Rue du Bac, Lille",fr,FR,millennial,1982-05-15,bottom_50,90379.83,9037.98,once,10.56,73.51,7.37,13.35,5.77,0.0,6643.82,666.1,1206.57,521.49,0.0
172,Yun,Guo,female,yun.guo636.cn@gmail.com,"38 Wangfujing St, Xi'an",china,CN,millennial,1988-08-10,bottom_50,5137.61,513.76,often,7.86,81.25,6.09,9.52,3.14,0.0,417.43,31.29,48.91,16.13,0.0
173,Xia,Li,female,xia.li69.cn@gmail.com,"23 Jiefang Rd, Suzhou",china,CN,boomer,1959-02-22,top_1,1136160.44,5680.8,always,461.6,16.19,11.83,15.18,23.84,32.96,919.72,672.04,862.35,1354.3,1872.39
174,James,Lopez,male,james.lopez577.us@gmail.com,"200 Oak Ave, Phoenix",usa,US,gen_z,2006-09-26,bottom_50,14223.39,1422.34,sometimes,11.09,68.4,7.91,22.25,1.44,0.0,972.88,112.51,316.47,20.48,0.0
175,Aidan,Moore,male,aidan.moore943.ie@gmail.com,"69 Merrion Sq, Dublin",ire,IE,boomer,1961-01-06,top_10,2259301.91,28241.27,once,209.75,28.56,8.22,22.8,15.73,24.69,8065.71,2321.43,6439.01,4442.35,6972.77
176,Linda,Davis,female,linda.davis844.us@gmail.com,"105 Lake Dr, Dallas",usa,US,gen_z,1999-05-24,top_10,392205.49,4902.57,always,189.9,33.37,10.98,24.08,12.59,18.98,1635.99,538.3,1180.54,617.23,930.51
177,Cormac,Murray,male,cormac.murray722.ie@gmail.com,"51 Baggot St, Drogheda",ire,IE,millennial,1993-03-25,top_10,1354928.21,16936.6,always,110.05,34.41,18.91,24.34,12.81,9.53,5827.88,3202.71,4122.37,2169.58,1614.06
178,Liam,Ryan,male,liam.ryan851.ie@gmail.com,"177 Grafton St, Waterford",ire,IE,millennial,1992-08-20,top_25,477633.62,19105.34,always,51.78,47.38,7.5,21.17,11.39,12.56,9052.11,1432.9,4044.6,2176.1,2399.63
179,Ying,Zhao,female,ying.zhao663.cn@gmail.com,"45 Guanghua Rd, Shanghai",china,CN,boomer,1953-11-07,bottom_50,29181.85,2918.18,once,2.9,79.04,2.73,13.09,5.14,0.0,2306.53,79.67,381.99,149.99,0.0
180,Zhen,Zhu,female,zhen.zhu384.cn@gmail.com,"144 Guanghua Rd, Nanjing",china,CN,boomer,1958-06-15,top_25,137600.21,5504.01,sometimes,27.97,47.77,7.16,20.43,11.92,12.72,2629.27,394.09,1124.47,656.08,700.11
181,Jun,Xu,male,jun.xu822.cn@gmail.com,"154 Jiefang Rd, Hangzhou",china,CN,millennial,1989-05-21,top_25,119566.09,4782.64,always,22.02,37.62,17.21,24.81,11.52,8.84,1799.23,823.09,1186.57,550.96,422.79
182,Aurelie,Michel,female,aurelie.michel688.fr@gmail.com,"92 Rue Nationale, Nice",fr,FR,millennial,1993-07-24,top_25,203492.86,8139.71,often,52.31,45.06,10.91,19.09,12.8,12.14,3667.75,888.04,1553.87,1041.88,988.16
183,Patrick,Lynch,male,patrick.lynch229.ie@gmail.com,"191 Baggot St, Dundalk",ire,IE,boomer,1950-12-09,top_10,3159880.03,39498.5,often,278.46,20.85,17.11,19.51,18.61,23.92,8235.44,6758.19,7706.16,7350.67,9448.04
184,Jack,Thompson,male,jack.thompson424.uk@gmail.com,"14 Victoria Rd, Birmingham",uk,GB,gen_z,1997-11-19,bottom_50,27454.61,2745.46,sometimes,14.71,73.45,10.1,15.67,0.78,0.0,2016.54,277.29,430.21,21.41,0.0
185,Hanna,Eriksson,female,hanna.eriksson780.se@gmail.com,"199 Drottninggatan, Norrkoping",swe,SE,boomer,1956-12-06,bottom_50,395420.14,39542.01,sometimes,17.47,74.19,7.15,10.88,7.78,0.0,29336.22,2827.25,4302.17,3076.37,0.0
186,Lucas,Robinson,male,lucas.robinson854.uk@gmail.com,"136 Green Lane, London",uk,GB,boomer,1959-07-14,bottom_50,1242580.61,124258.06,once,7.73,74.8,3.71,13.39,8.1,0.0,92945.03,4609.97,16638.15,10064.9,0.0
187,Manon,Moreau,female,manon.moreau704.fr@gmail.com,"35 Avenue Montaigne, Montpellier",fr,FR,gen_z,1999-02-13,top_25,80889.28,3235.57,sometimes,33.37,54.53,12.08,18.8,9.24,5.35,1764.36,390.86,608.29,298.97,173.1
188,Betty,Smith,female,betty.smith385.us@gmail.com,"164 Elm St, Dallas",usa,US,boomer,1953-04-24,bottom_50,1083367.48,108336.75,once,7.34,82.2,1.14,8.75,7.91,0.0,89052.81,1235.04,9479.47,8569.44,0.0
189,Pierre,Bernard,male,pierre.bernard431.fr@gmail.com,"170 Avenue Foch, Bordeaux",fr,FR,gen_z,2008-02-14,top_25,77204.88,3088.2,once,42.43,40.41,12.11,26.11,10.3,11.07,1247.94,373.98,806.33,318.08,341.86
190,Ting,He,female,ting.he165.cn@gmail.com,"11 Xinhua St, Xi'an",china,CN,gen_z,2008-10-04,top_25,156588.84,6263.55,always,25.0,37.76,14.4,29.7,3.22,14.92,2365.12,901.95,1860.27,201.69,934.52
191,Erik,Karlsson,male,erik.karlsson271.se@gmail.com,"119 Storgatan, Gothenburg",swe,SE,millennial,1984-10-22,top_25,183903.04,7356.12,always,71.49,48.37,14.82,25.13,7.39,4.29,3558.16,1090.18,1848.59,543.62,315.58
192,Oisin,Gallagher,male,oisin.gallagher637.ie@gmail.com,"69 Grafton St, Drogheda",ire,IE,boomer,1949-02-28,top_10,3225990.6,40324.88,once,259.9,32.01,7.88,17.53,14.99,27.59,12907.99,3177.6,7068.95,6044.7,11125.63
193,Caoimhe,McCarthy,female,caoimhe.mccarthy934.ie@gmail.com,"152 South Circular Rd, Kilkenny",ire,IE,millennial,1996-07-21,bottom_50,276579.65,27657.97,once,9.0,80.37,0.58,14.3,4.75,0.0,22228.71,160.42,3955.09,1313.75,0.0
194,Pierre,Robert,male,pierre.robert762.fr@gmail.com,"148 Boulevard Saint-Germain, Toulouse",fr,FR,millennial,1996-08-04,bottom_50,172495.89,17249.59,sometimes,7.18,78.72,3.71,13.41,4.16,0.0,13578.88,639.96,2313.17,717.58,0.0
195,Agnes,Nilsson,female,agnes.nilsson161.se@gmail.com,"130 Birger Jarlsgatan, Helsingborg",swe,SE,gen_z,2003-11-24,top_25,10464.91,418.6,sometimes,66.51,34.06,22.93,16.12,5.57,21.32,142.58,95.98,67.48,23.32,89.25
196,Eoin,Kelly,male,eoin.kelly324.ie@gmail.com,"31 South Circular Rd, Dublin",ire,IE,millennial,1988-09-21,bottom_50,118181.5,11818.15,often,7.86,76.75,3.5,12.97,6.78,0.0,9070.43,413.64,1532.81,801.27,0.0
197,Yang,Luo,male,yang.luo574.cn@gmail.com,"197 Guanghua Rd, Nanjing",china,CN,millennial,1990-09-18,bottom_50,13459.81,1345.98,sometimes,10.27,79.46,9.05,9.24,2.25,0.0,1069.52,121.81,124.37,30.28,0.0
198,Joseph,Smith,male,joseph.smith842.us@gmail.com,"184 Park Ave, Los Angeles",usa,US,millennial,1991-06-27,top_25,409575.27,16383.01,often,64.41,48.21,8.43,19.98,11.97,11.41,7898.25,1381.09,3273.33,1961.05,1869.3
199,Ying,Hu,female,ying.hu544.cn@gmail.com,"189 Nanjing Rd, Suzhou",china,CN,gen_z,2000-12-11,bottom_50,12777.89,1277.79,sometimes,9.9,76.03,9.95,12.54,1.48,0.0,971.5,127.14,160.23,18.91,0.0
200,Elisabeth,Lindberg,female,elisabeth.lindberg938.se@gmail.com,"178 Vasagatan, Vasteras",swe,SE,millennial,1986-12-27,top_10,331443.29,4143.04,often,232.93,30.93,17.79,17.01,6.35,27.92,1281.44,737.05,704.73,263.08,1156.74
201,Barbara,Hernandez,female,barbara.hernandez215.us@gmail.com,"160 Elm St, Philadelphia",usa,US,gen_z,2006-12-24,bottom_50,17365.76,1736.58,often,16.98,72.17,12.58,12.59,2.66,0.0,1253.29,218.46,218.64,46.19,0.0
202,Elisabeth,Jakobsson,female,elisabeth.jakobsson547.se@gmail.com,"74 Sveavagen, Stockholm",swe,SE,millennial,1991-12-04,bottom_50,79758.13,7975.81,sometimes,16.74,82.97,7.76,7.99,1.28,0.0,6617.53,618.92,637.27,102.09,0.0
203,Susan,Martinez,female,susan.martinez105.us@gmail.com,"158 Hill St, Houston",usa,US,gen_z,1999-05-22,bottom_50,8493.52,849.35,often,19.23,66.53,11.57,18.36,3.54,0.0,565.07,98.27,155.94,30.07,0.0
204,Sophie,Jones,female,sophie.jones850.uk@gmail.com,"58 Park Rd, Leicester",uk,GB,gen_z,2003-07-14,top_25,111012.0,4440.48,always,50.06,36.4,12.28,25.76,11.64,13.92,1616.33,545.29,1143.87,516.87,618.11
205,Karen,Moore,female,karen.moore599.us@gmail.com,"66 Main St, Philadelphia",usa,US,boomer,1951-11-03,top_25,1454750.67,58190.03,once,63.11,37.1,4.3,24.2,13.3,21.1,21588.5,2502.17,14081.99,7739.27,12278.1
206,Donna,Johnson,female,donna.johnson518.us@gmail.com,"41 Park Ave, Dallas",usa,US,gen_z,2007-10-27,top_1,1517949.14,7589.75,always,1094.21,12.37,16.78,22.42,15.28,33.15,938.85,1273.56,1701.62,1159.71,2516.0
207,Christopher,Anderson,male,christopher.anderson355.us@gmail.com,"115 Cedar Ln, San Jose",usa,US,gen_z,2002-05-07,bottom_50,32213.55,3221.36,sometimes,15.97,78.96,6.08,12.47,2.49,0.0,2543.59,195.86,401.7,80.21,0.0
208,Lina,Nilsson,female,lina.nilsson304.se@gmail.com,"167 Vasagatan, Orebro",swe,SE,gen_z,2003-05-18,bottom_50,5193.08,519.31,once,15.81,73.23,13.49,12.52,0.76,0.0,380.29,70.05,65.02,3.95,0.0
209,Kimberly,Thompson,female,kimberly.thompson900.us@gmail.com,"190 Park Ave, Los Angeles",usa,US,gen_z,1997-11-03,top_1,928599.04,4643.0,always,769.37,16.48,10.58,16.75,14.83,41.36,765.17,491.23,777.7,688.56,1920.34
210,Harry,Williams,male,harry.williams324.uk@gmail.com,"5 Station Rd, Manchester",uk,GB,millennial,1982-03-26,bottom_50,71981.96,7198.2,once,19.86,79.62,4.86,10.0,5.52,0.0,5731.21,349.83,719.82,397.34,0.0
211,Emily,Johnson,female,emily.johnson547.us@gmail.com,"57 Maple Dr, San Antonio",usa,US,millennial,1983-06-17,top_25,223564.45,8942.58,often,55.16,50.5,11.88,15.31,10.48,11.83,4516.0,1062.38,1369.11,937.18,1057.91
212,Sophie,Lewis,female,sophie.lewis767.uk@gmail.com,"190 Park Rd, Leeds",uk,GB,gen_z,1997-09-28,top_10,198810.68,2485.13,sometimes,101.06,23.26,14.2,26.52,17.8,18.22,578.04,352.89,659.06,442.35,452.79
213,Joseph,Lopez,male,joseph.lopez69.us@gmail.com,"65 Oak Ave, Houston",usa,US,millennial,1989-04-04,top_25,250088.64,10003.55,often,79.66,51.3,4.24,23.54,9.51,11.41,5131.82,424.15,2354.84,951.34,1141.41
214,Oscar,Taylor,male,oscar.taylor374.uk@gmail.com,"81 Station Rd, Birmingham",uk,GB,gen_z,2001-10-03,bottom_50,42584.61,4258.46,once,14.47,74.36,8.33,16.48,0.83,0.0,3166.59,354.73,701.79,35.35,0.0
215,Rong,Wu,female,rong.wu552.cn@gmail.com,"51 Huaihai Rd, Beijing",china,CN,gen_z,2002-03-22,bottom_50,86909.32,8690.93,always,6.32,71.88,12.11,15.29,0.72,0.0,6247.04,1052.47,1328.84,62.57,0.0
