id,first_name,last_name,gender,email,address,country,generation,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
119,Niamh,Moore,female,niamh.moore453.ie@gmail.com,"30 Nassau St, Kilkenny",ire,millennial,bottom_50,35022.94,3502.29,often,20.05,67.63,7.46,17.18,7.73,0.0,2368.6,261.27,601.69,270.73,0.0
120,William,Jackson,male,william.jackson4.us@gmail.com,"191 Cedar Ln, San Jose",usa,millennial,top_10,1410365.59,17629.57,often,237.3,37.52,10.95,15.74,16.74,19.05,6614.61,1930.44,2774.89,2951.19,3358.43
121,Li,Zhang,female,li.zhang913.cn@gmail.com,"98 Dongfeng Rd, Wuhan",china,millennial,bottom_50,64167.95,6416.8,sometimes,5.39,79.53,10.8,5.85,3.82,0.0,5103.28,693.01,375.38,245.12,0.0
122,Nancy,Brown,female,nancy.brown306.us@gmail.com,"119 Hill St, San Antonio",usa,millennial,top_25,249071.59,9962.86,sometimes,63.68,45.4,10.08,17.86,11.06,15.6,4523.14,1004.26,1779.37,1101.89,1554.21
123,Thomas,Miller,male,thomas.miller104.us@gmail.com,"153 Main St, San Diego",usa,gen_z,top_10,623887.74,7798.6,always,158.18,32.54,13.78,26.16,5.0,22.52,2537.66,1074.65,2040.11,389.93,1756.24
124,Betty,Moore,female,betty.moore750.us@gmail.com,"148 Pine Rd, San Jose",usa,gen_z,top_25,69193.71,2767.75,sometimes,80.47,38.15,14.69,23.07,5.98,18.11,1055.9,406.58,638.52,165.51,501.24
125,William,Jackson,male,william.jackson996.us@gmail.com,"89 Park Ave, Dallas",usa,gen_z,top_25,67191.02,2687.64,sometimes,41.31,49.69,10.21,26.61,5.35,8.14,1335.49,274.41,715.18,143.79,218.77
126,Steven,Martin,male,steven.martin427.us@gmail.com,"143 Hill St, Chicago",usa,gen_z,bottom_50,8168.34,816.83,once,22.69,70.99,9.42,15.11,4.48,0.0,579.87,76.95,123.42,36.59,0.0
127,Donald,Taylor,male,donald.taylor193.us@gmail.com,"195 River Rd, Dallas",usa,gen_z,bottom_50,3134.34,313.43,often,11.9,73.56,8.27,17.65,0.52,0.0,230.56,25.92,55.32,1.63,0.0
128,Wei,Huang,male,wei.huang210.cn@gmail.com,"102 Zhongshan Ave, Suzhou",china,boomer,bottom_50,101634.04,10163.4,often,4.17,80.67,5.57,6.68,7.08,0.0,8198.81,566.1,678.92,719.57,0.0
129,Karen,Martinez,female,karen.martinez209.us@gmail.com,"95 Pine Rd, San Antonio",usa,millennial,bottom_50,66944.25,6694.43,often,15.85,83.09,3.11,10.44,3.36,0.0,5562.4,208.2,698.9,224.93,0.0
130,Xin,Gao,male,xin.gao264.cn@gmail.com,"196 Dongfeng Rd, Xi'an",china,boomer,top_10,446049.62,5575.62,sometimes,67.05,32.53,16.53,20.54,11.6,18.8,1813.75,921.65,1145.23,646.77,1048.22
131,Steven,Martin,male,steven.martin838.us@gmail.com,"172 Main St, New York",usa,millennial,top_25,251037.09,10041.48,always,94.79,39.87,14.39,19.9,11.3,14.54,4003.54,1444.97,1998.25,1134.69,1460.03
132,Mary,Miller,female,mary.miller13.us@gmail.com,"5 Hill St, Phoenix",usa,gen_z,top_10,421557.07,5269.46,often,248.57,26.84,13.03,20.39,14.17,25.57,1414.32,686.61,1074.44,746.68,1347.4
133,Margaret,Garcia,female,margaret.garcia407.us@gmail.com,"21 Pine Rd, San Antonio",usa,millennial,bottom_50,19920.04,1992.0,once,11.1,74.99,6.64,12.93,5.44,0.0,1493.8,132.27,257.57,108.36,0.0
134,Robert,Johnson,male,robert.johnson445.us@gmail.com,"166 Pine Rd, San Jose",usa,millennial,bottom_50,17404.18,1740.42,once,17.05,76.05,6.66,10.8,6.49,0.0,1323.59,115.91,187.97,112.95,0.0
135,Sara,Olsson,female,sara.olsson557.se@gmail.com,"145 Storgatan, Malmo",swe,boomer,top_1,9587624.49,47938.12,always,1033.58,17.86,7.55,26.12,15.57,32.9,8561.75,3619.33,12521.44,7463.97,15771.64
136,Lina,Karlsson,female,lina.karlsson758.se@gmail.com,"36 Kungsgatan, Jonkoping",swe,boomer,bottom_50,151924.32,15192.43,sometimes,16.51,82.6,2.85,6.63,7.92,0.0,12548.95,432.98,1007.26,1203.24,0.0
137,Harry,Johnson,male,harry.johnson462.uk@gmail.com,"126 Green Lane, Liverpool",uk,gen_z,bottom_50,28630.53,2863.05,sometimes,16.25,77.56,8.61,13.44,0.39,0.0,2220.58,246.51,384.79,11.17,0.0
138,Betty,Williams,female,betty.williams158.us@gmail.com,"190 Park Ave, Philadelphia",usa,gen_z,bottom_50,26174.93,2617.49,once,12.85,75.92,9.25,9.69,5.14,0.0,1987.2,242.12,253.63,134.54,0.0
139,Thomas,Brown,male,thomas.brown96.us@gmail.com,"153 River Rd, Philadelphia",usa,boomer,bottom_50,145757.7,14575.77,once,15.62,77.26,1.52,11.91,9.31,0.0,11261.24,221.55,1735.97,1357.0,0.0
140,Ailbhe,Ryan,female,ailbhe.ryan446.ie@gmail.com,"71 Fitzwilliam Sq, Waterford",ire,millennial,bottom_50,178522.01,17852.2,once,12.48,77.33,7.09,10.67,4.91,0.0,13805.11,1265.72,1904.83,876.54,0.0
141,Mark,Lopez,male,mark.lopez883.us@gmail.com,"85 Lake Dr, Philadelphia",usa,gen_z,bottom_50,20903.84,2090.38,sometimes,10.82,75.9,8.41,14.43,1.26,0.0,1586.6,175.8,301.64,26.34,0.0
142,Karen,Anderson,female,karen.anderson801.us@gmail.com,"63 Pine Rd, San Antonio",usa,millennial,top_10,1804366.86,22554.59,always,223.2,34.45,15.83,17.38,21.06,11.28,7770.06,3570.39,3919.99,4750.0,2544.16
143,Ying,Gao,female,ying.gao817.cn@gmail.com,"75 Wangfujing St, Wuhan",china,millennial,top_10,396947.98,4961.85,sometimes,112.77,24.91,22.32,20.6,14.94,17.23,1236.0,1107.48,1022.14,741.3,854.93
144,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,gen_z,bottom_50,39034.84,3903.48,once,22.51,78.23,8.28,9.16,4.33,0.0,3053.69,323.21,357.56,169.02,0.0
145,Isla,Taylor,female,isla.taylor410.uk@gmail.com,"193 Park Rd, Bristol",uk,boomer,bottom_50,989806.11,98980.61,sometimes,13.38,74.54,1.61,15.83,8.02,0.0,73780.15,1593.59,15668.63,7938.24,0.0
146,Yun,Gao,female,yun.gao303.cn@gmail.com,"107 Wangfujing St, Beijing",china,gen_z,bottom_50,81537.06,8153.71,once,5.87,69.25,14.84,13.38,2.53,0.0,5646.44,1210.01,1090.97,206.29,0.0
147,Finn,Murray,male,finn.murray118.ie@gmail.com,"6 Merrion Sq, Cork",ire,gen_z,top_25,98298.78,3931.95,often,50.65,39.53,12.02,22.47,6.24,19.74,1554.3,472.62,883.51,245.35,776.17
148,Andre,Roux,male,andre.roux443.fr@gmail.com,"102 Rue de la Paix, Lille",fr,boomer,bottom_50,92419.6,9241.96,sometimes,20.84,76.77,1.89,10.25,11.09,0.0,7095.05,174.67,947.3,1024.93,0.0
149,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,millennial,bottom_50,86877.82,8687.78,sometimes,17.83,77.48,5.39,11.47,5.66,0.0,6731.29,468.27,996.49,491.73,0.0
150,Julien,Fournier,male,julien.fournier941.fr@gmail.com,"158 Boulevard Saint-Germain, Lyon",fr,boomer,bottom_50,226550.1,22655.01,once,11.5,85.31,0.36,7.55,6.78,0.0,19326.99,81.56,1710.45,1536.01,0.0
151,Antoine,Robert,male,antoine.robert661.fr@gmail.com,"45 Rue Nationale, Marseille",fr,gen_z,bottom_50,25270.0,2527.0,sometimes,8.7,77.37,8.35,12.57,1.71,0.0,1955.14,211.0,317.64,43.21,0.0
152,John,Taylor,male,john.taylor504.us@gmail.com,"107 Lake Dr, San Diego",usa,gen_z,bottom_50,32265.54,3226.55,sometimes,11.98,73.22,11.82,13.51,1.45,0.0,2362.48,381.38,435.91,46.78,0.0
153,Fang,Wu,male,fang.wu557.cn@gmail.com,"94 Xinhua St, Shanghai",china,boomer,top_25,134458.89,5378.36,once,30.09,45.13,9.8,15.09,12.48,17.5,2427.25,527.08,811.59,671.22,941.21
154,Oscar,Roberts,male,oscar.roberts832.uk@gmail.com,"61 Green Lane, Leicester",uk,gen_z,bottom_50,41387.25,4138.73,once,12.21,70.0,9.8,16.44,3.76,0.0,2897.11,405.6,680.41,155.62,0.0
155,Clement,Robert,male,clement.robert721.fr@gmail.com,"75 Rue de Rivoli, Lille",fr,millennial,top_10,920289.37,11503.62,always,233.56,37.24,8.6,21.25,15.75,17.16,4283.95,989.31,2444.52,1811.82,1974.02
156,Ting,Chen,female,ting.chen849.cn@gmail.com,"64 Jiefang Rd, Xi'an",china,boomer,top_10,593051.68,7413.15,always,132.07,35.54,10.5,18.66,17.12,18.18,2634.63,778.38,1383.29,1269.13,1347.71
157,Yang,Zhang,male,yang.zhang890.cn@gmail.com,"199 Wangfujing St, Xi'an",china,millennial,top_25,95943.27,3837.73,often,28.31,53.67,15.56,15.14,2.9,12.73,2059.71,597.15,581.03,111.29,488.54
158,Emma,Petit,female,emma.petit916.fr@gmail.com,"175 Rue de la Paix, Paris",fr,boomer,top_25,1215691.25,48627.65,often,49.91,44.05,6.09,16.68,13.3,19.88,21420.48,2961.42,8111.09,6467.48,9667.18
159,Hao,Hu,male,hao.hu896.cn@gmail.com,"71 Wangfujing St, Hangzhou",china,millennial,top_10,258548.71,3231.86,always,85.88,27.24,23.83,18.97,14.66,15.3,880.36,770.15,613.08,473.79,494.47
160,Gang,Zhou,male,gang.zhou608.cn@gmail.com,"58 Xinhua St, Xi'an",china,boomer,bottom_50,78732.71,7873.27,sometimes,6.15,80.59,6.44,7.24,5.73,0.0,6345.07,507.04,570.02,451.14,0.0
161,Rong,Chen,female,rong.chen896.cn@gmail.com,"35 Renmin Rd, Beijing",china,boomer,top_25,163709.36,6548.37,once,17.48,50.06,9.26,15.7,12.65,12.33,3278.11,606.38,1028.09,828.37,807.41
162,Richard,Jones,male,richard.jones748.us@gmail.com,"99 Pine Rd, San Antonio",usa,millennial,bottom_50,171229.09,17122.91,sometimes,15.54,75.18,5.94,13.99,4.89,0.0,12873.0,1017.1,2395.5,837.31,0.0
163,Steven,Lopez,male,steven.lopez531.us@gmail.com,"156 Hill St, Houston",usa,gen_z,bottom_50,20339.07,2033.91,sometimes,20.9,80.88,7.95,8.99,2.18,0.0,1645.03,161.7,182.85,44.34,0.0
164,Jessica,Thompson,female,jessica.thompson325.uk@gmail.com,"34 Station Rd, Leicester",uk,gen_z,bottom_50,18256.25,1825.62,once,16.83,63.59,12.45,19.2,4.76,0.0,1160.91,227.29,350.52,86.9,0.0
165,Robert,Smith,male,robert.smith730.us@gmail.com,"129 Park Ave, San Antonio",usa,gen_z,top_25,122365.52,4894.62,once,51.29,41.46,19.02,19.0,5.89,14.63,2029.31,930.96,929.98,288.29,716.08
166,Lily,Williams,female,lily.williams855.uk@gmail.com,"167 Church Rd, Glasgow",uk,millennial,bottom_50,88554.96,8855.5,sometimes,11.34,79.26,3.81,10.01,6.92,0.0,7018.87,337.39,886.44,612.8,0.0
167,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,boomer,top_25,653635.43,26145.42,sometimes,32.6,45.84,0.22,20.76,15.53,17.65,11985.06,57.52,5427.79,4060.38,4614.67
168,Leo,Taylor,male,leo.taylor79.uk@gmail.com,"128 Kings Rd, Edinburgh",uk,gen_z,top_25,98675.69,3947.03,once,69.08,41.36,13.39,29.64,7.38,8.23,1632.49,528.51,1169.9,291.29,324.84
169,Thomas,Brown,male,thomas.brown48.us@gmail.com,"121 Pine Rd, San Antonio",usa,millennial,bottom_50,166459.12,16645.91,sometimes,10.37,78.65,5.98,10.51,4.86,0.0,13092.01,995.43,1749.49,808.99,0.0
170,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,boomer,bottom_50,163358.93,16335.89,once,18.97,76.49,6.14,7.13,10.24,0.0,12495.32,1003.02,1164.75,1672.8,0.0
171,Declan,O'Neill,male,declan.oneill378.ie@gmail.com,"152 South Circular Rd, Limerick",ire,boomer,top_1,9449925.39,47249.63,often,539.86,13.08,6.65,17.87,24.33,38.07,6180.25,3142.1,8443.51,11495.83,17987.93
172,Freddie,Smith,male,freddie.smith870.uk@gmail.com,"189 Manor Rd, Manchester",uk,boomer,top_25,1554153.25,62166.13,sometimes,70.93,37.13,11.46,14.38,17.67,19.36,23082.28,7124.24,8939.49,10984.76,12035.36
173,Xia,Wu,female,xia.wu137.cn@gmail.com,"164 Jiefang Rd, Beijing",china,millennial,top_1,471631.71,2358.16,always,622.37,16.59,14.07,12.01,20.73,36.6,391.22,331.79,283.22,488.85,863.09
174,Charles,Martinez,male,charles.martinez967.us@gmail.com,"52 Maple Dr, San Jose",usa,millennial,bottom_50,158389.08,15838.91,often,14.91,81.23,7.07,7.96,3.74,0.0,12865.95,1119.81,1260.78,592.38,0.0
175,Lei,Lin,male,lei.lin312.cn@gmail.com,"181 Guanghua Rd, Shanghai",china,millennial,bottom_50,23313.76,2331.38,often,6.27,78.89,6.05,10.11,4.95,0.0,1839.23,141.05,235.7,115.4,0.0
176,Mei,Ma,female,mei.ma767.cn@gmail.com,"141 Zhongshan Ave, Beijing",china,gen_z,top_10,486923.21,6086.54,always,75.34,34.16,19.75,21.84,6.07,18.18,2079.16,1202.09,1329.3,369.45,1106.53
177,Joseph,Jones,male,joseph.jones203.us@gmail.com,"166 Lake Dr, Chicago",usa,gen_z,top_10,277382.54,3467.28,often,262.8,29.61,14.86,15.65,8.04,31.84,1026.66,515.24,542.63,278.77,1103.98
178,Long,Li,male,long.li220.cn@gmail.com,"48 Huaihai Rd, Chengdu",china,boomer,top_10,288500.45,3606.26,often,118.63,39.21,11.95,16.93,13.46,18.45,1414.01,430.95,610.54,485.4,665.35
179,Karen,Martin,female,karen.martin539.us@gmail.com,"64 Hill St, New York",usa,millennial,bottom_50,76688.23,7668.82,sometimes,8.9,73.27,6.77,11.44,8.52,0.0,5618.94,519.18,877.31,653.38,0.0
180,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,millennial,top_10,738236.84,9227.96,often,198.01,26.08,16.04,19.77,20.38,17.73,2406.65,1480.16,1824.37,1880.66,1636.12
181,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,gen_z,top_1,159786.49,798.93,always,559.7,11.94,18.59,25.6,17.53,26.34,95.39,148.52,204.53,140.05,210.44
182,Mary,Taylor,female,mary.taylor93.us@gmail.com,"15 Cedar Ln, San Jose",usa,millennial,top_10,2526853.3,31585.67,often,238.09,33.58,18.97,20.91,10.57,15.97,10606.47,5991.8,6604.56,3338.61,5044.23
183,Ying,Chen,female,ying.chen146.cn@gmail.com,"199 Wangfujing St, Suzhou",china,gen_z,top_25,164395.59,6575.82,sometimes,30.59,44.3,15.54,19.27,6.85,14.04,2913.09,1021.88,1267.16,450.44,923.25
184,Deirdre,Moore,female,deirdre.moore992.ie@gmail.com,"144 Clontarf Rd, Drogheda",ire,millennial,top_1,1769771.68,8848.86,often,591.19,22.79,15.73,24.05,5.05,32.38,2016.66,1391.93,2128.15,446.87,2865.26
185,Peng,Chen,male,peng.chen187.cn@gmail.com,"155 Changan Ave, Nanjing",china,gen_z,top_25,142468.86,5698.75,once,28.45,49.0,14.04,23.37,6.58,7.01,2792.39,800.1,1331.8,374.98,399.48
186,Yang,Zhao,male,yang.zhao215.cn@gmail.com,"64 Wangfujing St, Hangzhou",china,boomer,top_25,148568.0,5942.72,sometimes,27.23,55.79,8.56,13.63,5.64,16.38,3315.44,508.7,809.99,335.17,973.42
187,Hui,Yang,male,hui.yang667.cn@gmail.com,"195 Zhongshan Ave, Shenzhen",china,gen_z,bottom_50,104882.21,10488.22,sometimes,5.89,75.34,11.83,12.32,0.51,0.0,7901.82,1240.76,1292.15,53.49,0.0
188,Thomas,Brown,male,thomas.brown495.us@gmail.com,"181 Main St, San Antonio",usa,gen_z,top_10,219294.32,2741.18,sometimes,206.42,31.37,13.58,28.19,13.25,13.61,859.91,372.25,772.74,363.21,373.07
189,Anders,Pettersson,male,anders.pettersson244.se@gmail.com,"25 Storgatan, Linkoping",swe,boomer,bottom_50,104345.23,10434.52,once,18.56,79.74,5.38,5.42,9.46,0.0,8320.49,561.38,565.55,987.11,0.0
190,Anthony,Williams,male,anthony.williams84.us@gmail.com,"122 Oak Ave, Phoenix",usa,gen_z,top_10,322573.68,4032.17,always,245.12,29.94,14.69,22.53,13.22,19.62,1207.23,592.33,908.45,533.05,791.11
191,Liam,Walker,male,liam.walker276.uk@gmail.com,"145 High St, Birmingham",uk,boomer,bottom_50,237981.14,23798.11,often,13.55,77.3,2.86,10.34,9.5,0.0,18395.94,680.63,2460.72,2260.82,0.0
192,Liam,Robinson,male,liam.robinson903.uk@gmail.com,"61 Kings Rd, Glasgow",uk,gen_z,top_25,111944.43,4477.78,often,58.18,44.16,8.18,22.27,9.64,15.75,1977.39,366.28,997.2,431.66,705.25
193,Rui,Gao,male,rui.gao828.cn@gmail.com,"50 Renmin Rd, Shanghai",china,millennial,top_1,936488.78,4682.44,always,270.98,17.99,13.59,15.96,21.87,30.59,842.37,636.34,747.32,1024.05,1432.36
194,Barbara,Lopez,female,barbara.lopez895.us@gmail.com,"4 River Rd, San Jose",usa,millennial,top_1,3996913.8,19984.57,always,1594.06,22.88,10.87,16.62,16.6,33.03,4572.47,2172.32,3321.44,3317.44,6600.9
195,Andrew,White,male,andrew.white353.us@gmail.com,"106 Elm St, San Antonio",usa,millennial,bottom_50,141164.37,14116.44,always,24.69,81.77,4.93,9.05,4.25,0.0,11543.01,695.94,1277.54,599.95,0.0
196,Julien,Robert,male,julien.robert487.fr@gmail.com,"69 Avenue Montaigne, Paris",fr,millennial,top_25,354540.51,14181.62,often,47.24,52.2,2.94,24.57,10.07,10.22,7402.81,416.94,3484.42,1428.09,1449.36
197,Linda,Davis,female,linda.davis844.us@gmail.com,"105 Lake Dr, Dallas",usa,gen_z,top_10,247503.57,3093.79,always,217.21,31.17,14.04,19.22,16.05,19.52,964.33,434.37,594.63,496.55,603.91
198,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,millennial,top_10,1001464.35,12518.3,always,196.4,33.17,11.32,20.97,16.9,17.64,4152.32,1417.07,2625.09,2115.59,2208.23
199,Long,He,male,long.he486.cn@gmail.com,"151 Xinhua St, Hangzhou",china,gen_z,bottom_50,47065.84,4706.58,always,7.63,77.06,15.49,5.71,1.74,0.0,3626.89,729.05,268.75,81.89,0.0
200,Jennifer,Wilson,female,jennifer.wilson526.us@gmail.com,"6 Main St, San Diego",usa,gen_z,top_10,197382.26,2467.28,sometimes,306.35,28.54,13.43,23.6,15.22,19.21,704.16,331.36,582.28,375.52,473.96
201,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,millennial,top_25,233665.38,9346.62,sometimes,85.91,47.6,10.63,17.08,7.73,16.96,4448.99,993.55,1596.4,722.49,1585.19
202,Baptiste,Laurent,male,baptiste.laurent672.fr@gmail.com,"183 Rue de Rivoli, Toulouse",fr,millennial,top_10,787415.69,9842.7,often,153.67,34.86,8.37,20.61,19.99,16.17,3431.17,823.83,2028.58,1967.56,1591.56
203,Hui,Ma,female,hui.ma398.cn@gmail.com,"189 Nanjing Rd, Nanjing",china,boomer,top_10,477236.29,5965.45,often,108.27,40.08,7.88,6.07,16.17,29.8,2390.95,470.08,362.1,964.61,1777.7
204,Jessica,Watson,female,jessica.watson483.uk@gmail.com,"33 Manor Rd, Edinburgh",uk,gen_z,top_25,89812.11,3592.48,often,78.4,34.99,14.63,29.14,11.58,9.66,1257.01,525.58,1046.85,416.01,347.03
205,Harry,Wilson,male,harry.wilson872.uk@gmail.com,"31 Kings Rd, London",uk,millennial,bottom_50,101521.16,10152.12,sometimes,12.8,76.72,6.87,11.18,5.23,0.0,7788.71,697.45,1135.01,530.96,0.0
206,Finn,Murray,male,finn.murray351.ie@gmail.com,"105 Clontarf Rd, Swords",ire,boomer,top_25,940683.13,37627.33,often,53.58,39.29,0.68,20.23,15.44,24.36,14783.78,255.87,7612.01,5809.66,9166.02
207,Bo,Yang,male,bo.yang133.cn@gmail.com,"158 Jiefang Rd, Wuhan",china,gen_z,top_10,395805.04,4947.56,sometimes,87.47,31.31,23.61,19.75,8.42,16.91,1549.08,1168.12,977.14,416.58,836.63
208,Richard,Taylor,male,richard.taylor232.us@gmail.com,"178 Pine Rd, Phoenix",usa,millennial,top_1,7647319.66,38236.6,always,1316.73,13.32,9.51,20.01,21.67,35.49,5093.12,3636.3,7651.14,8285.87,13570.17
209,Fang,Zhou,male,fang.zhou924.cn@gmail.com,"126 Changan Ave, Guangzhou",china,millennial,bottom_50,61716.51,6171.65,sometimes,6.64,78.72,10.8,9.35,1.13,0.0,4858.32,666.54,577.05,69.74,0.0
210,Tao,Chen,male,tao.chen639.cn@gmail.com,"13 Guanghua Rd, Shanghai",china,boomer,top_1,863835.83,4319.18,once,409.9,25.61,13.35,18.08,11.3,31.66,1106.14,576.61,780.91,488.07,1367.45
211,Clara,Garcia,female,clara.garcia678.fr@gmail.com,"26 Rue Nationale, Nice",fr,gen_z,top_25,73205.96,2928.24,often,49.31,38.78,14.28,31.46,7.6,7.88,1135.57,418.15,921.22,222.55,230.75
212,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,millennial,top_25,224848.38,8993.94,once,35.95,45.5,9.14,19.03,13.52,12.81,4092.24,822.05,1711.55,1215.98,1152.12
213,James,Smith,male,james.smith741.us@gmail.com,"186 Oak Ave, Phoenix",usa,boomer,bottom_50,738796.45,73879.64,often,22.14,82.9,1.41,6.28,9.41,0.0,61246.22,1041.7,4639.64,6952.07,0.0
214,Jean,Thomas,male,jean.thomas872.fr@gmail.com,"195 Rue de la Paix, Paris",fr,boomer,bottom_50,469312.1,46931.21,often,18.05,81.24,2.17,7.46,9.13,0.0,38126.92,1018.41,3501.07,4284.82,0.0
215,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,gen_z,top_25,82879.23,3315.17,often,48.64,37.96,14.07,22.18,9.83,15.96,1258.44,466.44,735.3,325.88,529.1
216,Ting,Zhu,female,ting.zhu884.cn@gmail.com,"176 Renmin Rd, Xi'an",china,boomer,top_25,213859.71,8554.39,sometimes,26.1,44.47,7.21,22.26,12.54,13.52,3804.14,616.77,1904.21,1072.72,1156.55
217,Bjorn,Pettersson,male,bjorn.pettersson895.se@gmail.com,"87 Odengatan, Jonkoping",swe,millennial,bottom_50,1295.82,129.58,often,15.92,72.24,5.83,12.14,9.79,0.0,93.61,7.55,15.73,12.69,0.0
218,Laura,Laurent,female,laura.laurent481.fr@gmail.com,"127 Rue Saint-Honore, Lyon",fr,millennial,top_25,366321.7,14652.87,often,38.13,51.86,2.3,19.78,10.31,15.75,7598.98,337.02,2898.34,1510.71,2307.83
219,Ethan,Wilson,male,ethan.wilson511.uk@gmail.com,"115 Park Rd, Manchester",uk,gen_z,bottom_50,26043.95,2604.39,sometimes,19.77,67.95,11.03,18.76,2.26,0.0,1769.68,287.26,488.58,58.86,0.0
220,Lars,Magnusson,male,lars.magnusson671.se@gmail.com,"172 Birger Jarlsgatan, Orebro",swe,gen_z,top_25,14444.72,577.79,always,72.15,36.35,19.88,23.36,10.82,9.59,210.03,114.86,134.97,62.52,55.41
221,Steven,Lopez,male,steven.lopez364.us@gmail.com,"163 Elm St, Dallas",usa,gen_z,bottom_50,20337.14,2033.71,often,14.53,73.04,9.59,14.38,2.99,0.0,1485.42,195.03,292.45,60.81,0.0
222,William,Hernandez,male,william.hernandez425.us@gmail.com,"12 River Rd, Los Angeles",usa,gen_z,top_25,50008.33,2000.33,often,49.85,48.19,11.91,17.55,9.54,12.81,963.96,238.24,351.06,190.83,256.24
223,Poppy,Thompson,female,poppy.thompson933.uk@gmail.com,"46 Mill Lane, Birmingham",uk,millennial,bottom_50,1239.46,123.95,sometimes,15.7,72.81,3.75,15.12,8.32,0.0,90.25,4.65,18.74,10.31,0.0
224,Grace,White,female,grace.white302.uk@gmail.com,"116 Victoria Rd, Birmingham",uk,millennial,bottom_50,251854.71,25185.47,sometimes,16.43,77.24,6.24,12.46,4.06,0.0,19453.26,1571.57,3138.11,1022.53,0.0
225,Steven,Anderson,male,steven.anderson689.us@gmail.com,"34 Maple Dr, Dallas",usa,boomer,top_25,2450639.22,98025.57,always,67.93,41.94,6.45,20.69,10.91,20.01,41111.92,6322.65,20281.49,10694.59,19614.92
226,Kimberly,Martin,female,kimberly.martin110.us@gmail.com,"7 Park Ave, Chicago",usa,millennial,top_25,391643.32,15665.73,always,71.51,49.82,5.53,15.24,11.06,18.35,7804.67,866.31,2387.46,1732.63,2874.66
227,Jing,Wu,female,jing.wu631.cn@gmail.com,"173 Xinhua St, Guangzhou",china,gen_z,bottom_50,17362.16,1736.22,once,8.4,70.44,12.63,15.33,1.6,0.0,1222.99,219.28,266.16,27.78,0.0
228,Sophie,Jones,female,sophie.jones800.uk@gmail.com,"114 Green Lane, Liverpool",uk,gen_z,top_25,108999.99,4360.0,sometimes,80.09,42.47,12.13,25.39,7.55,12.46,1851.69,528.87,1107.0,329.18,543.26
229,Isabella,Roberts,female,isabella.roberts286.uk@gmail.com,"143 Manor Rd, Birmingham",uk,millennial,top_25,430630.74,17225.23,always,38.25,44.55,13.06,19.01,9.41,13.97,7673.84,2249.62,3274.52,1620.89,2406.36
230,Jian,Li,male,jian.li803.cn@gmail.com,"182 Changan Ave, Suzhou",china,gen_z,top_10,323058.89,4038.24,often,55.62,39.69,19.46,21.88,6.44,12.53,1602.78,785.84,883.57,260.06,505.99
231,Hui,Lin,male,hui.lin771.cn@gmail.com,"159 Xinhua St, Xi'an",china,gen_z,bottom_50,63676.89,6367.69,once,4.97,70.62,13.06,15.25,1.07,0.0,4496.86,831.62,971.07,68.13,0.0
232,Henrik,Bengtsson,male,henrik.bengtsson263.se@gmail.com,"139 Hornsgatan, Stockholm",swe,boomer,top_10,1702479.24,21280.99,often,313.61,26.53,12.61,21.52,15.12,24.22,5645.85,2683.53,4579.67,3217.69,5154.26
233,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,millennial,top_10,287599.72,3595.0,always,167.2,24.35,8.28,19.13,18.95,29.29,875.38,297.67,687.72,681.25,1052.98
234,Ting,Huang,female,ting.huang340.cn@gmail.com,"10 Wangfujing St, Beijing",china,gen_z,top_25,190887.11,7635.48,often,36.74,43.64,12.25,28.06,3.04,13.01,3332.12,935.35,2142.52,232.12,993.38
235,Yu,Wu,female,yu.wu738.cn@gmail.com,"159 Wangfujing St, Nanjing",china,millennial,top_10,246036.94,3075.46,often,84.39,35.81,14.67,21.02,11.44,17.06,1101.32,451.17,646.46,351.83,524.67
236,Peng,Zhou,male,peng.zhou816.cn@gmail.com,"140 Huaihai Rd, Shenzhen",china,millennial,top_10,296952.07,3711.9,sometimes,133.47,26.83,20.52,21.03,12.3,19.32,995.9,761.68,780.61,456.56,717.14
237,Mei,Wang,female,mei.wang313.cn@gmail.com,"54 Changan Ave, Guangzhou",china,boomer,top_10,436232.83,5452.91,often,64.32,41.1,17.02,17.15,5.56,19.17,2241.15,928.09,935.17,303.18,1045.32
